origin_country,destination_country,passengers
South Africa,Spain,54
Malaysia,Chile,287
Norway,Iran,327
Ireland,Greece,232
Argentina,Mexico,179
South Korea,Australia,32
Thailand,Argentina,359
Argentina,Spain,393
Chile,Oman,195
Norway,Singapore,394
Austria,South Korea,241
Italy,Netherlands,400
Austria,Norway,346
Switzerland,Poland,323
Oman,Nigeria,204
Peru,Denmark,286
Belgium,Norway,381
Sweden,Nigeria,430
Egypt,Nigeria,188
Belgium,Saudi Arabia,357
Peru,Norway,376
Romania,China,320
India,Norway,223
Nigeria,France,155
Qatar,Colombia,451
Finland,Hungary,414
Singapore,New Zealand,282
Hungary,Sweden,454
Vietnam,Greece,190
Netherlands,USA,58
Greece,Qatar,480
Portugal,Austria,422
Austria,Ireland,420
Ukraine,Czechia,210
France,Philippines,333
Saudi Arabia,Ghana,55
China,Ireland,16
Saudi Arabia,Ireland,173
Russia,Ghana,412
UK,Ghana,229
Italy,UAE,152
Romania,Peru,148
Vietnam,Colombia,61
UAE,Saudi Arabia,420
Netherlands,Ukraine,75
New Zealand,Hungary,369
Ghana,Ireland,199
Iraq,Thailand,269
Germany,Philippines,455
Iran,Israel,39
Greece,Kenya,454
Vietnam,Jordan,253
Japan,Oman,478
Argentina,Chile,212
Australia,Mexico,432
Italy,Switzerland,76
Philippines,Peru,65
Czechia,Italy,438
Austria,Netherlands,328
Saudi Arabia,India,138
Czechia,India,25
Greece,Iraq,335
Ukraine,Turkey,263
Czechia,Saudi Arabia,431
Ireland,Chile,348
Ghana,Netherlands,391
Finland,Ukraine,213
Belgium,Chile,163
Vietnam,Peru,363
Czechia,Egypt,186
Iran,Czechia,138
China,Poland,341
Colombia,Kenya,428
Kenya,Philippines,12
Malaysia,Mexico,59
Belgium,Philippines,379
Denmark,Canada,189
Sweden,South Korea,52
Egypt,Oman,458
Denmark,Sweden,340
Switzerland,Vietnam,56
Austria,South Korea,225
Ireland,Israel,116
Portugal,Sweden,406
Kenya,France,272
New Zealand,Sweden,174
Ghana,Colombia,313
Finland,South Korea,97
Greece,Finland,2
Switzerland,Greece,334
Netherlands,Egypt,461
Greece,UAE,483
Canada,Ireland,130
Netherlands,Spain,75
Saudi Arabia,Denmark,356
South Korea,Saudi Arabia,349
Peru,Germany,489
UK,Japan,487
Indonesia,Poland,144
Egypt,Switzerland,11
Qatar,New Zealand,450
Malaysia,Philippines,355
Israel,UK,443
India,Thailand,416
Netherlands,Singapore,283
Turkey,Iran,9
Japan,Singapore,411
Saudi Arabia,Russia,160
Romania,USA,179
Portugal,Indonesia,296
Japan,Canada,156
China,Sweden,263
Australia,Qatar,237
Mexico,Thailand,433
New Zealand,Indonesia,233
New Zealand,Chile,398
Qatar,Mexico,487
Kenya,Singapore,166
Philippines,Canada,3
Egypt,Canada,29
Belgium,UK,205
Nigeria,Austria,258
Belgium,Singapore,247
Ireland,Turkey,210
Kenya,Japan,269
Canada,Vietnam,241
Switzerland,UK,139
Chile,Hungary,422
Belgium,France,149
Turkey,Israel,261
Indonesia,China,62
Denmark,Colombia,37
Thailand,Russia,377
Kenya,Denmark,465
Colombia,UAE,126
Jordan,Hungary,75
Malaysia,China,205
Brazil,Saudi Arabia,333
Turkey,Portugal,267
Ghana,South Korea,246
Czechia,India,323
Egypt,Norway,459
Romania,USA,439
South Korea,Finland,354
South Korea,Thailand,498
Germany,UK,253
Australia,South Africa,418
Denmark,Romania,136
Turkey,India,339
Hungary,Romania,407
Switzerland,Thailand,272
Qatar,Brazil,456
Ukraine,UK,267
Colombia,New Zealand,457
UAE,Chile,359
Ireland,Poland,170
Saudi Arabia,Mexico,368
Iraq,Israel,295
Thailand,Iraq,388
Malaysia,Switzerland,359
Australia,New Zealand,161
UAE,Norway,265
Nigeria,Qatar,192
Qatar,Israel,482
France,Brazil,186
Denmark,Sweden,462
Norway,Egypt,29
Ukraine,Peru,243
Turkey,China,344
South Africa,Chile,497
UK,Norway,30
Oman,Turkey,402
Indonesia,Norway,173
India,New Zealand,188
Ukraine,Peru,155
Indonesia,Oman,131
Peru,New Zealand,421
Kenya,Ukraine,300
Russia,Spain,249
Kenya,Ukraine,469
Canada,Italy,363
Canada,Thailand,37
Hungary,Philippines,155
Colombia,Iraq,332
Ireland,Israel,52
Brazil,Turkey,61
Belgium,Australia,333
Finland,Sweden,57
Singapore,Canada,206
UK,USA,425
Ireland,Jordan,61
Nigeria,Jordan,283
Ireland,Netherlands,465
Oman,Italy,86
South Korea,Malaysia,8
New Zealand,Kenya,276
Ireland,Sweden,220
Saudi Arabia,Ghana,149
Iraq,Sweden,251
Brazil,Sweden,255
New Zealand,Iran,422
Finland,India,205
Argentina,Iran,32
Switzerland,Hungary,455
Peru,Qatar,127
Hungary,China,456
Spain,Portugal,287
Israel,Iraq,317
Czechia,Turkey,382
Chile,Brazil,418
South Africa,Romania,293
India,Portugal,311
Switzerland,Vietnam,79
Portugal,New Zealand,445
Sweden,Malaysia,226
Norway,Iraq,118
Iran,China,17
Norway,Malaysia,142
Spain,Colombia,89
Austria,Belgium,83
Brazil,Mexico,445
Spain,Belgium,353
Czechia,South Korea,450
Israel,India,16
Switzerland,Australia,262
Philippines,Austria,369
Portugal,Finland,219
Qatar,Saudi Arabia,265
Denmark,France,128
Nigeria,Belgium,53
Greece,Czechia,252
France,Italy,417
Israel,Philippines,174
Mexico,Japan,301
Ghana,Canada,392
Germany,Kenya,158
Japan,Romania,476
Kenya,Qatar,407
Egypt,Denmark,222
Indonesia,USA,332
UK,Russia,192
Netherlands,Iraq,58
Israel,Greece,307
France,Chile,132
Malaysia,Sweden,253
Italy,Oman,457
Iran,India,174
Norway,Argentina,425
Japan,Belgium,22
France,Denmark,55
Oman,Vietnam,339
South Africa,Mexico,161
Philippines,South Africa,91
Portugal,Czechia,67
Singapore,South Africa,190
Ukraine,Argentina,459
Ireland,Ghana,435
UAE,Romania,210
Ireland,Nigeria,130
Germany,India,170
Peru,Japan,209
Denmark,Norway,458
Portugal,Vietnam,128
Finland,Brazil,71
Egypt,India,6
Thailand,Portugal,196
Netherlands,Jordan,163
Nigeria,Saudi Arabia,424
Romania,Oman,143
Egypt,Nigeria,454
Iraq,Switzerland,47
USA,Austria,97
Hungary,Saudi Arabia,278
Netherlands,Iran,417
Argentina,Czechia,108
Philippines,Malaysia,195
Turkey,Colombia,479
Jordan,Austria,252
USA,Qatar,183
Sweden,Greece,484
Ghana,Qatar,176
UAE,Israel,362
Norway,Ukraine,256
Germany,Iran,467
China,Sweden,338
Poland,Thailand,248
Poland,Brazil,346
Saudi Arabia,Sweden,252
Jordan,Finland,268
Ukraine,France,357
Ireland,Colombia,217
Australia,Denmark,136
Oman,UK,265
Singapore,Israel,353
Oman,UAE,253
Israel,Hungary,409
Mexico,Egypt,400
Argentina,Qatar,446
Colombia,Ukraine,105
Ukraine,Saudi Arabia,281
Indonesia,Brazil,6
Finland,Austria,96
Finland,France,38
South Korea,China,173
Switzerland,Finland,306
Egypt,Philippines,42
Ghana,Ireland,497
Jordan,Belgium,406
China,Singapore,393
Egypt,Malaysia,254
Greece,Denmark,316
Greece,Ghana,255
France,Belgium,443
Iran,Ghana,464
Austria,New Zealand,490
Italy,Austria,57
Switzerland,USA,387
Canada,Japan,433
Thailand,Chile,406
Ghana,France,496
Ireland,Peru,338
Poland,UAE,445
UAE,Czechia,296
Israel,Oman,489
Ghana,Finland,379
Belgium,Iran,377
Nigeria,Poland,19
Switzerland,Kenya,150
China,Argentina,391
Belgium,Qatar,174
Philippines,Sweden,96
Nigeria,Qatar,118
Austria,India,268
Colombia,Portugal,358
South Korea,Poland,221
Norway,Singapore,4
Indonesia,Nigeria,359
Norway,Jordan,230
Switzerland,France,62
UAE,Finland,16
Hungary,Spain,62
France,Saudi Arabia,204
Denmark,Jordan,266
Iran,Russia,46
Greece,Oman,488
Germany,Mexico,269
Switzerland,Oman,145
Russia,New Zealand,191
Ukraine,Hungary,292
USA,Mexico,246
Turkey,Ireland,24
Egypt,Indonesia,51
Greece,Romania,64
Indonesia,Spain,498
Poland,Malaysia,14
Peru,Thailand,60
Iraq,Saudi Arabia,169
Spain,Austria,479
Jordan,Austria,414
South Korea,Finland,306
Switzerland,UK,427
Switzerland,Russia,204
Australia,Argentina,384
Indonesia,Sweden,243
Turkey,Argentina,369
Germany,Belgium,143
UAE,Argentina,136
Iraq,India,276
Austria,USA,164
Hungary,Switzerland,237
Romania,India,480
Colombia,Malaysia,284
Malaysia,Ghana,492
Israel,Australia,135
Israel,Italy,219
Netherlands,Thailand,461
Austria,Brazil,17
Ghana,Japan,185
Hungary,Austria,344
Peru,South Korea,268
Nigeria,Turkey,410
Norway,Australia,135
Oman,Peru,239
Thailand,Spain,471
South Africa,South Korea,294
Turkey,Brazil,461
Iraq,Finland,258
USA,Oman,234
Czechia,Iran,173
Vietnam,Qatar,209
Canada,Netherlands,308
Canada,Israel,51
Hungary,Argentina,404
South Korea,USA,466
Portugal,New Zealand,192
Hungary,Ireland,488
Israel,USA,240
France,Canada,475
Ghana,UK,10
Japan,France,355
Colombia,Japan,268
Denmark,Saudi Arabia,49
Canada,Portugal,54
Greece,Jordan,323
Colombia,South Korea,119
Russia,Vietnam,80
Finland,Philippines,169
Norway,Austria,146
Czechia,Indonesia,25
China,Israel,17
Finland,Chile,85
UK,Switzerland,310
Ukraine,Mexico,420
Malaysia,Colombia,237
Jordan,Egypt,296
Egypt,Iran,338
USA,UAE,210
Netherlands,Colombia,22
Chile,Brazil,110
France,Sweden,314
Portugal,Belgium,293
Vietnam,Hungary,372
Russia,Switzerland,74
Indonesia,Austria,46
Saudi Arabia,Nigeria,211
Qatar,Finland,476
Indonesia,Canada,294
Iraq,Saudi Arabia,188
Mexico,Iraq,468
Colombia,Italy,382
Indonesia,Norway,295
Australia,Jordan,34
Spain,Ireland,150
Denmark,Saudi Arabia,163
Netherlands,Ireland,121
Portugal,Russia,495
Denmark,Chile,362
Colombia,Belgium,168
South Africa,Colombia,456
South Korea,Argentina,432
Israel,Mexico,59
Iraq,Malaysia,442
Italy,Indonesia,341
Ukraine,Philippines,327
Portugal,Kenya,267
Greece,Hungary,47
Iran,India,434
Japan,Singapore,239
Malaysia,Spain,352
Canada,Mexico,46
Russia,Nigeria,249
Argentina,South Africa,398
Vietnam,Mexico,491
Ireland,Austria,104
UAE,Romania,364
Ghana,Iran,164
Australia,Argentina,397
Saudi Arabia,Singapore,430
Nigeria,Egypt,314
Norway,Portugal,354
Iran,Oman,490
Turkey,Sweden,142
Belgium,Iran,399
Hungary,Ghana,413
Nigeria,UK,498
Argentina,Greece,123
Malaysia,Qatar,302
South Africa,Sweden,342
Australia,Vietnam,368
Romania,Iran,421
UK,Norway,154
Vietnam,Greece,408
Iran,UK,79
New Zealand,Egypt,316
USA,Israel,292
Nigeria,Russia,78
Turkey,Canada,431
France,Jordan,173
Vietnam,Singapore,406
Ireland,Turkey,402
Kenya,Philippines,302
Brazil,Vietnam,213
Vietnam,Peru,449
Turkey,Vietnam,141
Brazil,India,473
Thailand,Canada,127
Netherlands,Vietnam,386
China,Turkey,362
Kenya,South Korea,262
New Zealand,Mexico,108
Peru,Colombia,268
Romania,Colombia,245
South Africa,USA,459
Turkey,USA,1
Japan,Spain,296
Nigeria,China,82
France,UK,24
Belgium,Spain,384
Switzerland,Egypt,51
South Africa,Ukraine,157
Turkey,India,203
Mexico,UK,352
Singapore,Poland,431
Germany,Saudi Arabia,211
Singapore,South Korea,290
Czechia,Brazil,458
Germany,Norway,294
Chile,Malaysia,16
Vietnam,China,369
Italy,Finland,156
Denmark,Jordan,480
Malaysia,Greece,72
Saudi Arabia,Spain,307
Japan,Sweden,378
UAE,Romania,146
Finland,Egypt,84
Singapore,USA,424
Japan,Canada,313
Indonesia,New Zealand,172
Peru,Sweden,16
Indonesia,Mexico,394
Iran,Thailand,380
Norway,Spain,254
Ireland,Switzerland,209
Peru,USA,195
USA,UK,85
Oman,Singapore,139
South Africa,Indonesia,25
Netherlands,India,336
Italy,Peru,4
Switzerland,Jordan,250
Spain,Vietnam,151
Norway,Portugal,377
Oman,Iran,100
Argentina,Philippines,107
Nigeria,Russia,475
New Zealand,Czechia,149
Poland,Germany,368
Qatar,Indonesia,161
Peru,Iraq,191
India,Czechia,125
Ukraine,Japan,486
Malaysia,Sweden,28
Greece,South Africa,392
Chile,Oman,363
Peru,Russia,479
Argentina,Netherlands,165
Turkey,Singapore,363
Colombia,Ukraine,17
Indonesia,Hungary,335
Ireland,Vietnam,1
Vietnam,Germany,158
UK,Oman,262
Turkey,Argentina,300
Czechia,China,342
Italy,Japan,440
UAE,Singapore,443
Italy,Japan,27
Oman,Hungary,51
New Zealand,Singapore,22
Peru,Canada,222
Belgium,France,90
Greece,Russia,132
Colombia,Norway,363
France,South Africa,206
Nigeria,Brazil,124
Australia,Russia,262
Israel,Turkey,247
Kenya,USA,60
Germany,Saudi Arabia,244
Czechia,Norway,427
Singapore,Netherlands,218
Oman,South Korea,287
Argentina,France,319
Brazil,Egypt,441
Poland,Kenya,184
Switzerland,Egypt,476
Mexico,Qatar,348
China,Portugal,438
UAE,Romania,420
Greece,Belgium,275
USA,Austria,231
Chile,Mexico,165
Turkey,Qatar,156
Vietnam,Germany,386
Switzerland,Czechia,94
South Africa,Spain,498
Belgium,Brazil,360
Malaysia,Chile,454
Australia,Saudi Arabia,480
Vietnam,Brazil,262
India,Germany,272
Israel,India,375
Vietnam,Greece,187
Saudi Arabia,USA,462
Nigeria,South Korea,286
UAE,Saudi Arabia,133
Malaysia,UAE,231
Netherlands,Singapore,401
Romania,Hungary,299
Portugal,Egypt,290
China,Romania,289
Finland,Philippines,438
Kenya,Iraq,209
Argentina,Oman,397
Egypt,Turkey,397
Russia,Denmark,497
Poland,China,357
Ghana,Argentina,88
Colombia,Czechia,239
Israel,Iraq,257
Denmark,Australia,482
Malaysia,Finland,331
Ireland,Australia,15
Colombia,Greece,257
Spain,Australia,272
India,Netherlands,28
Netherlands,Argentina,28
France,Sweden,167
USA,Ireland,250
Spain,Brazil,115
Portugal,Vietnam,159
Oman,Sweden,370
Switzerland,Israel,394
Iraq,USA,73
Singapore,Austria,204
India,Italy,167
Russia,Philippines,275
Hungary,Canada,187
Netherlands,Iran,203
Spain,Kenya,3
Thailand,Jordan,357
Argentina,Egypt,392
Netherlands,Vietnam,86
Chile,Czechia,228
Sweden,Kenya,125
Jordan,Kenya,258
Malaysia,Russia,160
Ireland,France,460
Chile,Kenya,107
Saudi Arabia,Ireland,221
Chile,Iraq,1
Romania,Iraq,310
Ireland,USA,74
Vietnam,Malaysia,402
Brazil,Indonesia,186
Nigeria,Spain,14
Finland,UAE,402
Israel,UAE,243
China,UK,238
Mexico,South Africa,457
Brazil,Colombia,312
Singapore,Ghana,380
Iraq,Ghana,144
Austria,Spain,72
Ghana,Thailand,96
Netherlands,Iraq,183
Nigeria,Iran,144
Oman,Denmark,78
Singapore,Denmark,139
Mexico,UK,283
Canada,Ukraine,78
Iran,Germany,275
Germany,Sweden,298
Kenya,Iraq,43
Egypt,Philippines,144
Ireland,Germany,323
Greece,Belgium,114
Israel,Brazil,373
Kenya,Brazil,112
Kenya,Ghana,68
Peru,Philippines,211
India,South Korea,111
Czechia,Oman,436
USA,Vietnam,426
Iraq,Jordan,345
Canada,Ukraine,116
Peru,New Zealand,431
Greece,Malaysia,286
Italy,Portugal,91
Russia,Netherlands,449
Philippines,Russia,52
Netherlands,Sweden,211
Thailand,Nigeria,431
Denmark,Qatar,65
Portugal,Greece,135
Indonesia,Jordan,206
Mexico,New Zealand,485
Iraq,Colombia,487
Nigeria,Switzerland,407
Nigeria,Austria,191
Vietnam,China,363
Oman,Peru,110
Norway,UK,201
Germany,Jordan,104
Greece,France,180
Czechia,Colombia,235
Portugal,South Korea,428
Nigeria,Brazil,204
Kenya,Mexico,435
Switzerland,Spain,178
Kenya,New Zealand,155
Mexico,Romania,427
Romania,Sweden,248
South Africa,Brazil,498
Hungary,Australia,2
Italy,Russia,93
South Korea,Sweden,498
Austria,Oman,83
Iran,Mexico,478
Thailand,Norway,222
Peru,Colombia,449
Argentina,Egypt,134
Spain,Thailand,304
Russia,Chile,440
Thailand,Israel,196
Brazil,Spain,151
Switzerland,Netherlands,473
China,Romania,30
Australia,Egypt,314
South Korea,South Africa,499
Indonesia,Israel,141
Saudi Arabia,Singapore,121
China,Netherlands,98
Indonesia,Switzerland,339
Colombia,Switzerland,219
South Korea,Singapore,265
Poland,Ghana,493
Turkey,South Africa,381
USA,Colombia,286
UK,Spain,183
Iraq,Malaysia,175
Ghana,Switzerland,404
Colombia,Switzerland,171
Japan,Germany,178
Netherlands,Chile,82
Norway,Israel,449
Oman,Peru,365
UAE,Russia,22
France,Singapore,327
Iraq,Kenya,493
Czechia,Mexico,333
South Korea,Germany,195
Qatar,Indonesia,302
Indonesia,Argentina,428
Ireland,Norway,467
Indonesia,Poland,485
France,UAE,431
Portugal,France,369
Philippines,Oman,444
Denmark,UK,252
Switzerland,Hungary,436
Ghana,Chile,237
South Korea,Ghana,94
France,Indonesia,301
Iraq,Saudi Arabia,304
Colombia,Denmark,36
Russia,Argentina,419
Thailand,Saudi Arabia,327
Saudi Arabia,Vietnam,20
Switzerland,Norway,479
Denmark,Mexico,279
USA,Austria,39
USA,India,132
Hungary,South Africa,463
Spain,Finland,329
Spain,Philippines,391
Portugal,Spain,341
Egypt,Japan,168
New Zealand,Kenya,55
Israel,Jordan,138
UK,Qatar,14
Italy,Peru,113
Denmark,India,277
Iraq,Kenya,146
Vietnam,Denmark,147
Iraq,Malaysia,253
Brazil,Thailand,408
Greece,Jordan,98
Colombia,Ukraine,449
South Africa,Colombia,329
Iran,Poland,170
Saudi Arabia,Argentina,359
France,Malaysia,477
Qatar,South Africa,313
South Africa,Chile,44
Colombia,Denmark,41
Poland,Nigeria,485
Qatar,Romania,78
Turkey,Thailand,126
Philippines,Denmark,389
Vietnam,Iraq,96
UAE,Netherlands,57
Ukraine,Romania,324
Turkey,Switzerland,472
UK,Ireland,24
Ghana,Romania,379
Oman,Qatar,462
Vietnam,Russia,89
Ireland,France,319
Canada,Germany,243
Austria,Australia,179
Argentina,Philippines,1
Egypt,Austria,500
Belgium,Indonesia,34
Thailand,Peru,143
Romania,New Zealand,247
Indonesia,Sweden,247
Norway,China,453
Italy,Qatar,275
Brazil,Argentina,328
Spain,Colombia,365
Qatar,Philippines,137
Canada,Poland,1
Spain,Singapore,386
South Korea,Mexico,80
Netherlands,Switzerland,203
Belgium,Kenya,229
Iran,Poland,213
Italy,Saudi Arabia,102
UK,Belgium,150
Ukraine,Canada,248
Chile,Vietnam,120
Romania,Netherlands,124
France,Sweden,285
Oman,China,130
Russia,Greece,123
South Africa,Iraq,486
South Korea,New Zealand,430
UAE,Israel,232
Iran,Ukraine,269
Ghana,Brazil,276
Israel,Belgium,163
Romania,Turkey,79
Iran,Denmark,35
China,Brazil,77
Germany,Romania,42
Switzerland,UK,150
Romania,South Korea,321
Norway,Iran,48
USA,Romania,118
Vietnam,Norway,338
Philippines,Peru,112
Singapore,Chile,83
Russia,Czechia,76
Oman,Belgium,301
Belgium,Netherlands,349
Sweden,Malaysia,358
India,Malaysia,498
Chile,Iraq,46
Qatar,Belgium,416
Malaysia,Jordan,444
Egypt,Ukraine,226
Iran,UAE,279
China,Netherlands,464
Greece,Austria,399
Denmark,Poland,273
Peru,Russia,103
Czechia,Poland,474
Australia,Oman,375
Netherlands,Qatar,444
Netherlands,Austria,325
Hungary,USA,413
UAE,USA,469
Hungary,Austria,328
Argentina,Singapore,474
UK,Oman,467
Germany,Brazil,444
Indonesia,Thailand,62
Hungary,Philippines,297
Japan,Germany,69
UK,Poland,448
Peru,Kenya,155
Italy,Turkey,281
Italy,South Africa,310
Germany,South Korea,136
Russia,Turkey,236
Thailand,France,330
Nigeria,Canada,4
Finland,Belgium,149
Argentina,Italy,182
Chile,Qatar,330
Netherlands,Saudi Arabia,310
Philippines,USA,93
Israel,Nigeria,376
Romania,Malaysia,360
Philippines,Egypt,183
Ireland,Finland,451
Thailand,Japan,385
Russia,Sweden,454
Sweden,Austria,320
France,Austria,201
Spain,Iraq,50
Oman,Ireland,86
Ukraine,Australia,226
UK,Turkey,68
Turkey,Ghana,173
Turkey,Portugal,151
Oman,Turkey,317
Poland,Spain,229
India,Singapore,308
Austria,Mexico,459
Spain,Saudi Arabia,430
Saudi Arabia,Egypt,106
Colombia,Chile,237
Singapore,Japan,3
Jordan,Portugal,63
Israel,Poland,99
Australia,Romania,477
Sweden,Ireland,137
Mexico,Indonesia,276
Indonesia,China,373
Indonesia,Russia,143
Saudi Arabia,Peru,327
Vietnam,Philippines,85
Mexico,South Korea,120
Malaysia,New Zealand,474
Philippines,Vietnam,55
Canada,Thailand,223
Poland,Sweden,216
Iraq,UK,77
Japan,Nigeria,305
Kenya,Canada,269
New Zealand,UAE,118
New Zealand,Iran,386
South Korea,Hungary,35
Belgium,Italy,111
Belgium,France,222
Egypt,France,224
India,Ukraine,191
Nigeria,USA,50
New Zealand,UAE,217
Hungary,Portugal,74
Chile,Portugal,325
Poland,Ireland,50
Indonesia,Argentina,284
Netherlands,Norway,414
India,Colombia,318
Turkey,Czechia,287
Portugal,UK,18
New Zealand,Switzerland,110
Kenya,Iran,390
Argentina,Jordan,181
Chile,Philippines,240
Qatar,Ireland,250
Singapore,Russia,12
Spain,Qatar,214
Poland,Argentina,195
Switzerland,USA,130
Argentina,Indonesia,120
Chile,Jordan,359
Norway,Canada,95
China,India,138
Chile,Vietnam,493
Sweden,Colombia,467
Qatar,Netherlands,331
Belgium,Philippines,463
Chile,Ireland,115
Austria,Germany,333
South Africa,Ghana,306
Austria,Romania,191
Canada,Oman,228
South Africa,Hungary,31
Israel,Ukraine,330
Japan,Portugal,156
Ireland,Colombia,63
Indonesia,New Zealand,201
USA,UK,297
Netherlands,Egypt,110
Peru,Indonesia,55
New Zealand,Ukraine,81
Austria,Sweden,100
Saudi Arabia,China,483
Denmark,Ukraine,298
Mexico,Peru,480
Kenya,Iran,186
Norway,Italy,481
Kenya,Peru,382
Iraq,Indonesia,42
Poland,Norway,448
Belgium,Ghana,394
Hungary,Egypt,332
Vietnam,Qatar,51
Malaysia,Greece,364
Qatar,Indonesia,7
Israel,Vietnam,474
China,Turkey,326
China,Hungary,367
Qatar,Mexico,372
Poland,Qatar,67
Colombia,China,498
Czechia,Norway,140
UK,Netherlands,445
Mexico,Thailand,199
Switzerland,Egypt,414
Australia,Nigeria,398
Spain,USA,191
South Korea,Nigeria,266
Oman,Singapore,7
USA,Japan,143
South Africa,Ukraine,26
Oman,Philippines,169
New Zealand,Israel,306
UAE,China,1
Spain,Malaysia,282
Denmark,Japan,89
Turkey,Iraq,100
Kenya,UK,431
Colombia,Thailand,347
Switzerland,France,27
Chile,Philippines,77
Hungary,Italy,89
Brazil,Singapore,171
Jordan,Czechia,145
Finland,Nigeria,217
Russia,Nigeria,232
Turkey,New Zealand,169
Malaysia,Belgium,196
UK,Norway,420
Qatar,Norway,477
Norway,UK,244
Denmark,Australia,473
South Korea,Germany,358
India,Brazil,104
Ireland,Indonesia,273
Israel,Turkey,319
Saudi Arabia,Argentina,311
Russia,Sweden,17
Mexico,Saudi Arabia,59
Belgium,France,18
Greece,India,384
Israel,Argentina,354
Mexico,Thailand,388
Finland,Russia,443
Australia,Portugal,269
Chile,South Korea,92
Israel,Ireland,311
Jordan,Egypt,118
Iran,Qatar,463
New Zealand,India,41
Germany,Russia,260
Portugal,Romania,51
USA,Belgium,256
Oman,Romania,112
Kenya,UAE,426
Romania,Israel,96
Iraq,Romania,77
Brazil,Ghana,152
Australia,UK,371
France,Thailand,104
Germany,Portugal,312
Kenya,Hungary,482
Ukraine,Chile,287
Czechia,Australia,412
Hungary,Malaysia,119
Czechia,Japan,264
Jordan,Denmark,461
Romania,Iraq,394
Colombia,Ireland,376
Japan,Australia,442
Thailand,Canada,26
Iraq,Indonesia,159
Belgium,Spain,344
Thailand,Singapore,362
Peru,India,233
Vietnam,Ghana,349
Iran,South Korea,52
Belgium,Egypt,237
Turkey,Czechia,43
Spain,UK,17
Denmark,Thailand,201
Singapore,Turkey,248
Kenya,Finland,173
China,Vietnam,59
Czechia,Ghana,293
Canada,Ghana,17
Malaysia,India,335
Russia,Saudi Arabia,63
Peru,Ukraine,35
Ukraine,Brazil,289
Romania,Poland,10
UK,Thailand,456
Poland,Argentina,50
Egypt,Thailand,376
Vietnam,Iraq,372
Israel,Qatar,373
Russia,Oman,151
Vietnam,UAE,299
Sweden,Ghana,306
Israel,India,343
Canada,Brazil,364
Hungary,UK,492
Egypt,Brazil,134
Singapore,Peru,28
